"id","budget","original_language","popularity","release_date","revenue","status","vote_average","vote_count"
19995,237000000,"en",150.437577,2009-12-10,2787965087,"Released",7.2,11800
285,300000000,"en",139.082615,2007-05-19,9.61e+08,"Released",6.9,4500
206647,245000000,"en",107.376788,2015-10-26,880674609,"Released",6.3,4466
49026,250000000,"en",112.31295,2012-07-16,1084939099,"Released",7.6,9106
49529,260000000,"en",43.926995,2012-03-07,284139100,"Released",6.1,2124
559,258000000,"en",115.699814,2007-05-01,890871626,"Released",5.9,3576
38757,260000000,"en",48.681969,2010-11-24,591794936,"Released",7.4,3330
99861,280000000,"en",134.279229,2015-04-22,1405403694,"Released",7.3,6767
767,250000000,"en",98.885637,2009-07-07,933959197,"Released",7.4,5293
209112,250000000,"en",155.790452,2016-03-23,873260194,"Released",5.7,7004
1452,270000000,"en",57.925623,2006-06-28,391081192,"Released",5.4,1400
10764,200000000,"en",107.928811,2008-10-30,586090727,"Released",6.1,2965
58,200000000,"en",145.847379,2006-06-20,1065659812,"Released",7,5246
57201,255000000,"en",49.046956,2013-07-03,89289910,"Released",5.9,2311
49521,225000000,"en",99.398009,2013-06-12,662845518,"Released",6.5,6359
2454,225000000,"en",53.978602,2008-05-15,419651413,"Released",6.3,1630
24428,220000000,"en",144.448633,2012-04-25,1519557910,"Released",7.4,11776
1865,380000000,"en",135.413856,2011-05-14,1045713802,"Released",6.4,4948
41154,225000000,"en",52.035179,2012-05-23,624026776,"Released",6.2,4160
122917,250000000,"en",120.965743,2014-12-10,956019788,"Released",7.1,4760
1930,215000000,"en",89.866276,2012-06-27,752215857,"Released",6.5,6586
20662,200000000,"en",37.668301,2010-05-12,310669540,"Released",6.2,1398
57158,250000000,"en",94.370564,2013-12-11,958400000,"Released",7.6,4524
2268,180000000,"en",42.990906,2007-12-04,372234864,"Released",5.8,1303
254,207000000,"en",61.22601,2005-12-14,5.5e+08,"Released",6.6,2337
597,200000000,"en",100.025899,1997-11-18,1845034188,"Released",7.5,7562
271110,250000000,"en",198.372395,2016-04-27,1153304495,"Released",7.1,7241
44833,209000000,"en",64.928382,2012-04-11,303025485,"Released",5.5,2114
135397,150000000,"en",418.708552,2015-06-09,1513528810,"Released",6.5,8662
37724,200000000,"en",93.004993,2012-10-25,1108561013,"Released",6.9,7604
558,200000000,"en",35.149586,2004-06-25,783766341,"Released",6.7,4321
68721,200000000,"en",77.68208,2013-04-18,1215439994,"Released",6.8,8806
12155,200000000,"en",78.530105,2010-03-03,1025491110,"Released",6.4,4645
36668,210000000,"en",3.857526,2006-05-24,459359555,"Released",6.3,3525
62211,200000000,"en",89.186492,2013-06-20,743559607,"Released",7,3528
8373,150000000,"en",21.939663,2009-06-19,836297228,"Released",6,3138
91314,210000000,"en",116.840296,2014-06-25,1091405097,"Released",5.8,3095
68728,200000000,"en",46.985445,2013-03-07,491868548,"Released",5.7,3530
102382,200000000,"en",89.270217,2014-04-16,705717432,"Released",6.5,4179
20526,170000000,"en",73.79505,2010-12-10,400062763,"Released",6.3,2841
49013,200000000,"en",49.98659,2011-06-11,559852396,"Released",5.8,2033
44912,200000000,"en",51.872839,2011-06-16,219851172,"Released",5.1,2487
10193,200000000,"en",59.995418,2010-06-16,1066969703,"Released",7.6,4597
534,200000000,"en",71.862892,2009-05-20,371353001,"Released",5.9,2463
168259,190000000,"en",102.322217,2015-04-01,1506249360,"Released",7.3,4176
72190,200000000,"en",81.834855,2013-06-20,531865000,"Released",6.7,5560
127585,250000000,"en",118.078691,2014-05-15,747862775,"Released",7.5,6032
54138,190000000,"en",78.291018,2013-05-05,467365246,"Released",7.4,4418
81005,195000000,"en",43.349855,2013-02-27,197687603,"Released",5.5,2598
64682,105000000,"en",61.196071,2013-05-10,351040419,"Released",7.3,3769
9543,150000000,"en",62.169881,2010-05-19,335154643,"Released",6.2,2317
68726,180000000,"en",56.523205,2013-07-11,407602906,"Released",6.7,4794
38356,195000000,"en",28.529607,2011-06-28,1123746996,"Released",6.1,3299
217,185000000,"en",75.674458,2008-05-21,786636033,"Released",5.7,2495
105864,175000000,"en",51.692953,2015-11-14,331926147,"Released",6.6,1736
62177,185000000,"en",125.114374,2012-06-21,538983207,"Released",6.7,4641
188927,185000000,"en",65.352913,2016-07-07,343471816,"Released",6.6,2568
10681,180000000,"en",66.390712,2008-06-22,521311860,"Released",7.8,6296
5174,140000000,"en",22.57178,2007-08-08,258022233,"Released",6.1,783
14161,200000000,"en",45.274225,2009-10-10,769653595,"Released",5.6,4903
17979,200000000,"en",39.744242,2009-11-04,325233863,"Released",6.6,1095
76757,176000003,"en",85.36908,2015-02-04,183987723,"Released",5.2,2768
258489,180000000,"en",42.741719,2016-06-29,356743061,"Released",5.5,2430
411,180000000,"en",67.391328,2005-12-07,748806957,"Released",6.7,2629
246655,178000000,"en",139.272042,2016-05-18,543934787,"Released",6.4,4721
155,185000000,"en",187.322927,2008-07-16,1004558444,"Released",8.2,12002
14160,175000000,"en",92.201962,2009-05-13,735099082,"Released",7.7,6870
15512,175000000,"en",36.167578,2009-03-19,381509870,"Released",6,1423
1726,140000000,"en",120.725053,2008-04-30,585174222,"Released",7.4,8776
44826,170000000,"en",32.319043,2011-11-22,185770160,"Released",7,2141
8487,170000000,"en",40.748915,1999-06-29,222104681,"Released",5.1,1020
1735,145000000,"en",60.034162,2008-07-01,401128639,"Released",5.2,1387
297761,175000000,"en",90.23792,2016-08-02,7.45e+08,"Released",5.9,7458
2698,175000000,"en",27.082182,2007-06-09,1.73e+08,"Released",5.3,1151
137113,178000000,"en",79.456485,2014-05-27,370541256,"Released",7.6,4858
9804,175000000,"en",44.640292,1995-07-28,264218220,"Released",5.9,992
14869,175000000,"en",32.852443,2009-08-04,302469017,"Released",5.6,1962
150540,175000000,"en",128.655964,2015-06-09,857611174,"Released",8,6560
278927,175000000,"en",94.199316,2016-04-07,966550600,"Released",6.7,2892
10138,200000000,"en",77.300194,2010-04-28,623933331,"Released",6.6,6849
58595,170000000,"en",77.178973,2012-05-30,396600000,"Released",5.8,3118
102651,180000000,"en",110.620647,2014-05-28,758539785,"Released",7,4496
119450,170000000,"en",243.791743,2014-06-26,710644566,"Released",7.3,4410
79698,27000000,"en",2.418535,2015-02-13,0,"Released",4.8,34
64686,175000000,"en",41.796339,2013-12-06,150962475,"Released",5.9,1326
100402,170000000,"en",72.225265,2014-03-20,714766572,"Released",7.6,5764
10192,165000000,"en",44.041186,2010-05-16,752600867,"Released",6,1959
158852,190000000,"en",130.311355,2015-05-19,209154322,"Released",6.2,2846
177572,165000000,"en",203.73459,2014-10-24,652105443,"Released",7.8,6135
82690,165000000,"en",62.341073,2012-11-01,471222889,"Released",7.1,4570
5255,165000000,"en",47.323228,2004-11-10,305875730,"Released",6.4,1474
47933,165000000,"en",48.775723,2016-06-22,389681935,"Released",4.9,2491
10191,165000000,"en",67.263269,2010-03-05,494878759,"Released",7.5,4227
296,200000000,"en",69.405188,2003-07-02,4.35e+08,"Released",5.9,2143
118340,170000000,"en",481.098624,2014-07-30,773328629,"Released",7.9,9742
157336,165000000,"en",724.247784,2014-11-05,675120017,"Released",8.1,10867
27205,160000000,"en",167.58371,2010-07-14,825532764,"Released",8.1,13752
315011,15000000,"ja",9.476999,2016-07-29,7.7e+07,"Released",6.5,143
49051,250000000,"en",108.849621,2012-11-26,1021103568,"Released",7,8297
9799,38000000,"en",6.909942,2001-06-22,207283925,"Released",6.6,3428
4922,150000000,"en",60.269279,2008-11-24,333932083,"Released",7.3,3292
49538,160000000,"en",3.195174,2011-05-24,353624124,"Released",7.1,5181
131634,160000000,"en",127.284427,2015-11-18,653428261,"Released",6.6,3984
27022,150000000,"en",35.580815,2010-07-13,215283742,"Released",5.8,1470
503,160000000,"en",21.133748,2006-05-12,181674817,"Released",5.5,583
241259,170000000,"en",56.268916,2016-05-25,299370084,"Released",6.5,1725
810,160000000,"en",42.986467,2007-05-17,798958165,"Released",6,2278
68735,160000000,"en",63.148529,2016-05-25,433677183,"Released",6.3,2268
87101,155000000,"en",202.042635,2015-06-23,440603537,"Released",5.8,3631
10140,155000000,"en",49.661984,2010-08-13,415686217,"Released",6.2,1514
676,140000000,"en",34.20669,2001-05-21,449220945,"Released",6.6,1791
1858,150000000,"en",25.468493,2007-06-27,709709780,"Released",6.6,4040
1966,155000000,"en",39.019229,2004-11-21,167298192,"Released",5.6,927
675,150000000,"en",78.144395,2007-06-28,938212738,"Released",7.4,5494
674,150000000,"en",101.250416,2005-11-05,895921036,"Released",7.5,5608
8960,150000000,"en",56.758411,2008-07-01,624029371,"Released",6.2,2961
6479,150000000,"en",70.867401,2007-12-14,585349010,"Released",6.9,4853
118,150000000,"en",53.905592,2005-07-13,474968763,"Released",6.7,3624
2062,150000000,"en",65.677399,2007-06-22,623722818,"Released",7.5,4369
272,150000000,"en",115.040024,2005-06-10,374218673,"Released",7.5,7359
10527,150000000,"en",44.141021,2008-10-30,603900354,"Released",6.2,1810
18360,150000000,"en",81.781591,2009-05-20,413106170,"Released",5.9,1971
2080,150000000,"en",5.954334,2009-04-28,373062864,"Released",6.2,4021
605,150000000,"en",73.313918,2003-11-05,424988211,"Released",6.4,3096
109445,150000000,"en",165.125366,2013-11-27,1274219009,"Released",7.3,5295
604,150000000,"en",70.78591,2003-05-15,738599701,"Released",6.7,3443
76338,170000000,"en",99.499595,2013-10-29,644571402,"Released",6.8,4755
76341,150000000,"en",434.278564,2015-05-13,378858340,"Released",7.2,9427
13448,150000000,"en",67.447636,2009-05-13,356613439,"Released",6.5,2129
10195,150000000,"en",86.493424,2011-04-21,449326618,"Released",6.6,6525
13053,150000000,"en",41.845878,2008-11-21,309979994,"Released",6.3,1750
19585,150000000,"en",26.710398,2009-07-21,292817841,"Released",5.1,510
57165,150000000,"en",44.927635,2012-03-27,3.01e+08,"Released",5.5,1431
62213,150000000,"en",50.306728,2012-05-08,245527149,"Released",5.7,2320
177677,150000000,"en",114.522237,2015-07-23,682330139,"Released",7.1,3224
7978,150000000,"en",21.214571,2010-02-11,0,"Released",5.5,549
5559,150000000,"en",29.332905,2007-10-28,287594577,"Released",5.7,1171
49444,150000000,"en",51.247321,2011-05-25,665692281,"Released",6.7,1880
10196,150000000,"en",33.769336,2010-06-30,318502923,"Released",4.7,1151
956,150000000,"en",63.079003,2006-05-03,397850012,"Released",6.5,2028
117251,150000000,"en",39.004588,2013-06-27,205366737,"Released",6.4,1891
50321,150000000,"en",12.362599,2011-03-09,38992758,"Released",5.5,199
11619,149000000,"en",22.550135,2006-10-22,64459316,"Released",6,874
266647,150000000,"en",48.03528,2015-09-24,128388320,"Released",5.9,954
82703,145000000,"en",38.73494,2014-02-07,272912430,"Released",6.7,843
652,175000000,"en",66.803149,2004-05-13,497409852,"Released",6.9,2759
80321,145000000,"en",44.989192,2012-06-06,746921274,"Released",6.4,1808
36669,140000000,"en",54.159392,2002-11-17,431971116,"Released",5.8,1092
43074,144000000,"en",66.21806,2016-07-14,229147509,"Released",5.3,2142
95,140000000,"en",58.485967,1998-07-01,553799566,"Released",6.4,2482
608,140000000,"en",91.332849,2002-07-03,441818803,"Released",6,3114
2310,70000000,"en",35.601665,2007-11-05,195735876,"Released",5.5,841
140300,145000000,"en",56.747978,2016-01-23,521170825,"Released",6.7,1603
56292,145000000,"en",77.77477,2011-12-07,694713380,"Released",6.8,3972
81188,145000000,"en",61.788035,2012-11-21,306941670,"Released",7.1,1922
7552,100000000,"en",25.159168,2005-12-21,202026112,"Released",5.9,627
616,140000000,"en",52.341226,2003-12-05,456758981,"Released",7.3,1895
147441,140000000,"en",101.599427,2014-12-03,268031828,"Released",5.6,1921
13475,150000000,"en",73.616808,2009-05-06,385680446,"Released",7.4,4518
557,139000000,"en",82.502566,2002-05-01,821708551,"Released",6.8,5265
82702,145000000,"en",100.21391,2014-06-12,609123048,"Released",7.6,3106
205584,140000000,"en",56.257249,2016-02-25,150680864,"Released",5.3,1277
10048,135000000,"en",17.88953,2005-07-28,76932943,"Released",4.9,331
13183,130000000,"en",64.798873,2009-03-05,185258983,"Released",7,2811
944,140000000,"en",24.855701,1998-07-10,285444603,"Released",6.3,767
1927,137000000,"en",34.981698,2003-06-19,245360480,"Released",5.3,1533
72559,130000000,"en",59.325589,2013-03-26,371876278,"Released",5.4,3025
7364,130000000,"en",21.605568,2005-04-06,119269486,"Released",5.7,434
2114,137000000,"en",26.074908,2001-07-02,85131830,"Released",5.9,433
1771,140000000,"en",74.506246,2011-07-22,370569774,"Released",6.6,7047
36643,135000000,"en",39.604363,1999-11-08,361832400,"Released",6,862
8619,150000000,"en",36.973031,2003-11-14,212011111,"Released",6.9,790
50620,120000000,"en",99.687084,2012-11-13,8.29e+08,"Released",6.1,2553
65759,130000000,"en",17.7735,2011-11-17,150406466,"Released",5.8,373
1724,150000000,"en",62.898336,2008-06-12,163712074,"Released",6.1,3021
267935,140000000,"en",44.19092,2016-06-01,183345589,"Released",6,1000
281957,135000000,"en",100.635882,2015-12-25,532950503,"Released",7.3,6396
77950,135000000,"en",44.765377,2013-07-11,282570682,"Released",6.1,1074
44896,135000000,"en",29.91353,2011-03-02,245724603,"Released",6.6,2051
270946,132000000,"en",84.366984,2014-11-22,373552094,"Released",6.5,1346
2503,70000000,"en",45.381501,2007-08-03,442824138,"Released",7.3,2888
9502,130000000,"en",84.689648,2008-06-04,631744560,"Released",6.9,3145
102899,130000000,"en",120.09361,2015-07-14,519311965,"Released",7,5880
101299,130000000,"en",76.310119,2013-11-15,847423452,"Released",7.4,6495
228161,135000000,"en",63.473086,2015-03-18,368871007,"Released",6.8,1519
74,132000000,"en",48.572726,2005-06-28,591739379,"Released",6.2,2322
8961,130000000,"en",38.068736,2003-07-18,273339556,"Released",6.3,1564
417859,130000000,"en",20.678787,2011-10-28,554987477,"Released",6.4,451
27576,110000000,"en",48.829437,2010-07-21,293329073,"Released",6.2,2093
86834,125000000,"en",46.115758,2014-03-20,362637473,"Released",5.6,2350
17578,130000000,"en",89.938296,2011-10-25,371940071,"Released",6.7,2061
673,130000000,"en",79.679601,2004-05-31,789804554,"Released",7.7,5877
6972,130000000,"en",28.840997,2008-11-18,49554002,"Released",6.3,694
82700,130000000,"en",42.840582,2013-05-30,243843127,"Released",5,2532
10567,127500000,"en",26.548594,2000-05-19,354248063,"Released",6.2,542
181533,127000000,"en",115.597753,2014-12-17,349424282,"Released",6.1,1851
38055,130000000,"en",68.757242,2010-10-28,321887208,"Released",6.7,1918
671,125000000,"en",109.984351,2001-11-16,976475550,"Released",7.5,7006
49524,130000000,"en",39.448066,2013-07-18,61648500,"Released",5.4,1260
22,140000000,"en",271.972889,2003-07-09,655011224,"Released",7.5,6985
131631,125000000,"en",206.227151,2014-11-18,752100229,"Released",6.6,5584
591,125000000,"en",45.313197,2006-05-17,767820459,"Released",6.5,2704
172385,103000000,"en",42.40024,2014-03-19,500188435,"Released",6.3,978
36658,110000000,"en",2.871739,2003-04-24,407711549,"Released",6.8,3506
51497,125000000,"en",7.255718,2011-04-20,626137675,"Released",7.1,2438
58574,125000000,"en",81.499621,2011-11-22,334615000,"Released",7,3886
18823,125000000,"en",47.686442,2010-04-01,232713139,"Released",5.6,2233
861,65000000,"en",43.129703,1990-06-01,261317921,"Released",7.1,1710
1911,160000000,"en",27.220157,1999-08-27,61698899,"Released",6.4,510
49040,130000000,"en",90.33681,2012-08-08,276572938,"Released",6,2651
415,125000000,"en",50.073575,1997-06-20,238207122,"Released",4.2,1418
8871,123000000,"en",45.419668,2000-11-17,345141403,"Released",6.2,1386
435,125000000,"en",41.380094,2004-05-26,544272402,"Released",6.2,2392
955,125000000,"en",54.931334,2000-05-24,546388105,"Released",5.9,1928
2133,120000000,"en",25.752118,2000-03-15,325756637,"Released",6.2,597
1979,130000000,"en",60.810723,2007-06-13,289047763,"Released",5.4,2589
87827,120000000,"en",51.328145,2012-11-20,609016565,"Released",7.2,5797
1250,110000000,"en",46.834704,2007-02-16,228738393,"Released",5.2,1712
324668,120000000,"en",62.641286,2016-07-27,415484914,"Released",5.9,2341
9471,120000000,"en",33.616115,2003-06-27,259175788,"Released",5.2,914
70981,130000000,"en",68.889395,2012-05-30,403170142,"Released",6.3,5080
10996,120000000,"en",27.990284,2002-07-19,169956806,"Released",5.4,613
68724,115000000,"en",67.33767,2013-08-07,286140700,"Released",6.4,3439
2789,105000000,"en",27.835436,2004-06-11,115772733,"Released",6.3,1570
97020,120000000,"en",66.757869,2014-01-30,242688965,"Released",5.7,2342
7459,120000000,"en",17.060695,2008-05-09,93945766,"Released",5.7,354
42888,120000000,"en",11.137655,2010-12-17,48668907,"Released",4.9,223
37834,117000000,"en",44.906918,2010-06-15,261930431,"Released",5.9,1547
75612,120000000,"en",67.698004,2013-04-10,286168572,"Released",6.4,4800
1895,113000000,"en",44.108427,2005-05-17,8.5e+08,"Released",7.1,4116
1894,120000000,"en",43.987061,2002-05-15,649398328,"Released",6.4,3992
585,115000000,"en",106.815545,2001-11-01,562816256,"Released",7.5,5996
76170,120000000,"en",15.953444,2013-07-23,415440673,"Released",6.3,4053
1893,115000000,"en",54.035265,1999-05-19,924317558,"Released",6.3,4432
49519,135000000,"en",64.183321,2013-03-20,585178928,"Released",6.8,2399
2395,97250400,"fr",20.344364,2008-01-13,132900000,"Released",5,471
12100,115000000,"en",18.714197,2002-06-14,77628265,"Released",5.8,341
290595,115000000,"en",60.467984,2016-04-06,164602163,"Released",6,1523
98566,125000000,"en",143.350376,2014-08-07,477200000,"Released",5.8,2636
49047,105000000,"en",110.153618,2013-09-27,716392705,"Released",7.3,5751
9619,116000000,"en",16.90444,1997-02-07,178127760,"Released",5.7,428
308531,135000000,"en",39.873791,2016-06-01,245623848,"Released",5.8,963
166424,120000000,"en",38.126095,2015-08-05,167977596,"Released",4.4,2278
1593,110000000,"en",48.780039,2006-10-20,574480841,"Released",6.3,2862
254128,110000000,"en",100.412364,2015-05-27,470490832,"Released",6,2968
714,110000000,"en",42.887121,1997-12-11,333011068,"Released",6,925
2024,110000000,"en",23.657284,2000-06-28,215294342,"Released",6.8,1099
163,110000000,"en",76.840712,2004-12-09,362744280,"Released",6.4,2124
787,110000000,"en",44.635452,2005-06-07,478207520,"Released",6.5,2965
262500,110000000,"en",103.718387,2015-03-18,295238201,"Released",6.2,3829
2567,116000000,"en",45.616098,2004-12-17,1.02e+08,"Released",7,1489
38745,112000000,"en",22.845143,2010-12-25,237382724,"Released",4.9,621
40805,120000000,"en",31.703608,2011-01-12,227817248,"Released",5.5,1251
53182,110000000,"en",71.510596,2014-03-05,337580051,"Released",6.1,2397
41513,110000000,"en",36.65422,2011-07-29,563749323,"Released",5.5,1179
13700,110000000,"en",19.625972,2004-04-02,103951461,"Released",5.7,389
262504,110000000,"en",86.105615,2016-03-09,179246868,"Released",5.9,1998
39254,110000000,"en",37.195046,2011-09-28,299268508,"Released",6.6,2692
77931,105000000,"en",32.473628,2013-07-30,347434178,"Released",5.5,695
1639,160000000,"en",23.336875,1997-06-13,164508066,"Released",4.1,434
80274,110000000,"en",45.94834,2013-10-23,125537191,"Released",6.6,2303
1571,110000000,"en",48.93337,2007-06-20,383531464,"Released",6.4,2089
120,93000000,"en",138.049577,2001-12-18,871368364,"Released",8,8705
10204,110000000,"en",22.643776,2004-06-16,72178895,"Released",5.7,672
8489,107000000,"en",18.866672,2001-12-11,87713825,"Released",6.7,447
10588,0,"en",18.251129,2003-11-21,0,"Released",4.9,366
2048,120000000,"en",95.914473,2004-07-15,347234916,"Released",6.7,3793
1495,130000000,"en",44.490453,2005-05-03,211643158,"Released",6.6,1157
10137,133000000,"en",30.475297,1999-12-17,300135367,"Released",5.8,959
10198,105000000,"en",62.479574,2009-12-08,267045765,"Released",6.7,1247
286217,108000000,"en",167.93287,2015-09-30,630161890,"Released",7.6,7268
1635,126000000,"en",37.68056,2005-07-20,162949164,"Released",6.5,1770
24113,90000000,"en",1.004579,2001-04-27,10372291,"Released",3.7,16
9679,90000000,"en",52.995628,2000-06-09,237202299,"Released",6.1,1485
98,103000000,"en",95.301296,2000-05-01,457640427,"Released",7.9,5439
180,102000000,"en",65.948959,2002-06-20,358372926,"Released",7.1,2608
672,100000000,"en",132.397737,2002-11-13,876688482,"Released",7.4,5815
36557,150000000,"en",88.935165,2006-11-14,599045960,"Released",7.3,3855
869,100000000,"en",51.188633,2001-07-25,362211740,"Released",5.6,1243
280,100000000,"en",101.74155,1991-07-01,5.2e+08,"Released",7.7,4185
11322,80000000,"en",33.691694,2009-07-01,214104620,"Released",6.5,1344
4982,100000000,"en",42.361215,2007-11-02,266465037,"Released",7.4,1502
36955,115000000,"en",38.729418,1994-07-14,378882411,"Released",6.8,1116
18487,100000000,"en",40.597856,2009-06-11,150166126,"Released",6.2,954
39451,100000000,"en",32.389353,2010-12-21,310650585,"Released",5.4,1060
27581,100000000,"en",24.399642,2010-08-06,170432927,"Released",6.1,1383
9268,100000000,"en",24.507987,1996-06-21,242295562,"Released",5.6,543
68718,100000000,"en",82.121691,2012-12-25,425368238,"Released",7.8,10099
10545,100000000,"en",46.727941,1996-06-21,100138851,"Released",6.8,1129
11688,100000000,"en",51.113717,2000-12-09,169327687,"Released",7.2,1490
76163,100000000,"en",53.732892,2012-08-08,312573423,"Released",6.1,2896
2059,100000000,"en",58.849256,2004-11-19,347451894,"Released",6.4,1926
2486,100000000,"en",30.863434,2006-12-14,249288105,"Released",4.9,967
16523,100000000,"en",31.586215,2009-10-16,100086793,"Released",6.4,572
116711,100000000,"en",36.711378,2013-05-15,268426634,"Released",6.4,1121
37710,100000000,"en",41.426678,2010-12-08,278731369,"Released",6,1699
9946,100000000,"en",20.652943,1999-11-24,211989043,"Released",5.5,482
1372,100000000,"en",52.792678,2006-12-07,170877916,"Released",7.3,2281
106646,100000000,"en",95.007934,2013-12-25,392000694,"Released",7.9,6571
414,100000000,"en",48.205606,1995-05-31,336529144,"Released",5.2,1498
563,105000000,"en",58.782359,1997-11-06,121214377,"Released",6.7,1560
83542,102000000,"en",73.872343,2012-10-26,130482868,"Released",6.6,2977
41216,80000000,"en",37.321848,2010-07-10,140073390,"Released",6.5,703
314,100000000,"en",32.271938,2004-07-22,82102379,"Released",4.2,808
184315,100000000,"en",76.842247,2014-07-23,243400000,"Released",5.6,1680
9016,140000000,"en",38.924136,2002-11-26,109578115,"Released",7.2,948
18162,100000000,"en",19.38841,2009-06-05,68688831,"Released",5.3,381
138103,90000000,"en",61.025639,2014-08-04,206172544,"Released",6.1,1795
257088,105000000,"en",33.507289,2015-12-03,133718711,"Released",5.5,783
10214,84000000,"en",17.815595,2005-02-18,0,"Released",3.6,338
205775,100000000,"en",50.767332,2015-11-20,93820758,"Released",6.5,1276
11692,100000000,"en",12.092241,2002-08-15,7103973,"Released",4.4,142
22972,100000000,"en",30.254021,2010-03-11,94882889,"Released",6.4,717
227973,99000000,"en",34.308098,2015-11-05,246233113,"Released",6.5,604
29193,10000000,"en",3.091077,1997-09-08,13835130,"Released",7.1,73
1734,98000000,"en",41.862983,2001-04-28,433013274,"Released",6,2206
3131,100000000,"en",46.160048,2002-12-14,193772504,"Released",7.1,1910
76758,94000000,"zh",12.516546,2011-12-15,95311434,"Released",7.1,187
9408,85000000,"en",23.230851,2007-06-08,149044513,"Released",5.9,601
9890,90000000,"en",19.224754,2004-06-10,1.02e+08,"Released",5.4,334
855,92000000,"en",44.455166,2001-12-28,172989651,"Released",7.2,1811
77953,0,"en",16.460356,2012-08-09,104907746,"Released",5.6,578
18,90000000,"en",109.528572,1997-05-07,263920180,"Released",7.3,3885
37786,100000000,"en",18.325897,2010-05-26,288347692,"Released",5.4,426
10501,95000000,"en",37.054554,2000-03-31,76432727,"Released",7,858
57800,95000000,"en",65.229868,2012-06-26,877244782,"Released",6.2,2672
150689,95000000,"en",101.187052,2015-03-12,543514353,"Released",6.7,2374
7980,65000000,"en",29.257137,2009-12-26,93525586,"Released",6.6,1065
12,94000000,"en",85.688789,2003-05-30,940335536,"Released",7.6,6122
122,94000000,"en",123.630332,2003-12-01,1118888979,"Released",8.1,8064
121,79000000,"en",106.914973,2002-12-18,926287400,"Released",8,7487
68737,95000000,"en",63.628459,2014-12-12,114178613,"Released",5.2,957
1995,115000000,"en",41.498631,2001-06-11,274703340,"Released",5.7,2192
157353,100000000,"en",58.991388,2014-04-16,103039258,"Released",5.9,2295
331,93000000,"en",1.859364,2001-07-18,368780809,"Released",5.7,2077
61791,93000000,"en",138.433168,2011-08-03,482860185,"Released",7,4347
8204,90000000,"en",21.436682,2008-02-14,162839667,"Released",6.3,572
47964,92000000,"en",65.402595,2013-02-06,304654182,"Released",5.2,3493
10733,145000000,"en",10.660441,2004-04-07,25819961,"Released",5.8,106
9806,92000000,"en",77.817571,2004-11-05,631442092,"Released",7.4,5152
1408,98000000,"en",7.029308,1995-12-22,10017322,"Released",5.7,136
32657,95000000,"en",61.121717,2010-02-01,226497209,"Released",6,2010
607,90000000,"en",104.121555,1997-07-02,589390539,"Released",6.9,4412
863,90000000,"en",73.575118,1999-10-30,497366869,"Released",7.3,3806
44048,100000000,"en",37.698465,2010-11-04,167805466,"Released",6.3,1165
5175,90000000,"en",35.814765,2001-08-03,347325802,"Released",6.4,1054
2655,100000000,"en",15.835672,2000-07-21,155464351,"Released",6.3,488
22794,100000000,"en",46.781182,2009-09-17,242988466,"Released",6.5,1747
8355,90000000,"en",69.457898,2009-06-29,886686817,"Released",6.5,2271
116745,90000000,"en",43.348022,2013-12-18,188133322,"Released",7,3144
4327,92000000,"en",40.20395,2000-11-02,264105545,"Released",5.6,1232
1422,90000000,"en",63.429157,2006-10-05,289847354,"Released",7.9,4339
10674,90000000,"en",67.427755,1998-06-18,304320254,"Released",7.6,2008
7446,92000000,"en",43.192048,2008-08-09,188072649,"Released",6.5,1667
65754,90000000,"en",47.651083,2011-12-14,232617430,"Released",7.2,2434
1572,90000000,"en",51.881077,1995-05-19,366101666,"Released",6.9,2066
10528,90000000,"en",57.834787,2009-12-23,524028679,"Released",7,5766
271969,100000000,"en",29.608322,2016-08-17,94061311,"Released",5.3,621
10865,120000000,"en",51.548589,2001-06-02,186053725,"Released",6.7,1224
258509,0,"en",27.867368,2015-12-17,233755553,"Released",5.8,428
2253,75000000,"en",38.832842,2008-12-25,200276000,"Released",6.7,1173
10661,90000000,"en",40.597344,2008-06-05,201596308,"Released",5.5,1048
257344,88000000,"en",140.849495,2015-07-16,243637091,"Released",5.6,2513
644,100000000,"en",34.035114,2001-06-29,235926552,"Released",6.8,1974
10756,90000000,"en",16.302378,2003-11-25,182290266,"Released",5.2,466
686,90000000,"en",55.249434,1997-07-11,171120329,"Released",7.2,1308
9383,95000000,"en",28.200874,2000-08-04,190213455,"Released",5.6,634
179,80000000,"en",18.69984,2005-04-08,162944923,"Released",6.2,392
76285,90000000,"en",40.262261,2013-08-07,174578751,"Released",5.9,1648
1996,95000000,"en",56.811056,2003-07-21,156505388,"Released",5.5,1418
291805,90000000,"en",51.535701,2016-06-02,334901337,"Released",6.7,3235
10003,68000000,"en",20.913852,1997-04-03,118063304,"Released",5.9,302
1535,92000000,"en",27.166757,2001-11-18,143049560,"Released",6.8,579
2067,90000000,"en",16.058284,2000-03-10,60874615,"Released",5.7,369
46195,90000000,"en",46.200042,2011-04-03,484635760,"Released",6.5,2166
2277,100000000,"en",24.939295,1999-12-17,93700000,"Released",6.9,963
10357,90000000,"en",19.836124,1997-04-25,0,"Released",5.2,376
4477,90000000,"en",15.350451,1997-03-12,140807547,"Released",5.9,290
8665,100000000,"en",15.625949,2002-07-19,35168966,"Released",6.1,264
9387,20000000,"en",31.802807,1982-04-02,79114085,"Released",6.6,650
921,88000000,"en",24.100863,2005-06-02,108539911,"Released",7.3,616
49852,90000000,"en",3.593349,2010-11-24,16178959,"Released",5.4,50
